Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Gender,Scholarship holder,Unemployment rate,Inflation rate,GDP,Target,Adult
1,1,1,9254,1,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,133.9,1,0,0,0,9.4,-0.8,-3.12,1,0
1,1,1,9773,1,Complete Secondary Education,135.0,Complete Secondary Education,Higher Education - Undergraduate,Administrative,Professionals,124.9,0,0,0,1,10.8,1.4,1.74,1,0
1,1,2,9500,1,Complete Secondary Education,133.0,Incomplete Secondary Education,Other Specific Qualifications,Management,Plant and Machine Operators,128.5,1,0,0,1,9.4,-0.8,-3.12,1,0
1,17,1,9130,1,Complete Secondary Education,122.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,121.7,1,0,0,0,9.4,-0.8,-3.12,0,1
1,1,2,9853,1,Complete Secondary Education,121.0,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Administrative,120.0,1,0,0,0,10.8,1.4,1.74,1,0
1,43,1,9147,1,Complete Secondary Education,123.0,Higher Education - Undergraduate,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,113.2,0,0,0,0,7.6,2.6,0.32,1,1
1,1,1,9238,1,Complete Secondary Education,128.0,Incomplete Secondary Education,Incomplete Secondary Education,Other,Administrative,120.3,1,0,0,0,7.6,2.6,0.32,1,0
1,1,4,171,1,Complete Secondary Education,139.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,127.8,1,0,0,0,10.8,1.4,1.74,0,0
1,1,2,9500,1,Complete Secondary Education,124.0,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,123.3,1,0,0,1,9.4,-0.8,-3.12,0,0
1,1,3,9500,1,Complete Secondary Education,135.0,Other Specific Qualifications,Incomplete Secondary Education,Craft and Related Trades,Craft and Related Trades,126.3,1,0,0,1,15.5,2.8,-4.06,1,0
1,51,1,9991,0,Other,110.0,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Plant and Machine Operators,128.2,0,0,0,0,8.9,1.4,3.51,0,1
1,17,4,9085,1,Complete Secondary Education,138.0,Incomplete Secondary Education,Other Specific Qualifications,Other,Agriculture and Fishery,134.9,1,0,0,0,7.6,2.6,0.32,1,0
1,44,1,9003,1,Other,140.0,Other Specific Qualifications,Other Specific Qualifications,Service and Sales,Service and Sales,140.0,0,0,0,0,12.4,0.5,1.79,1,0
1,1,5,9500,1,Complete Secondary Education,126.0,Complete Secondary Education,Incomplete Secondary Education,Service and Sales,Agriculture and Fishery,115.5,1,0,0,1,12.4,0.5,1.79,1,0
1,1,2,9500,1,Complete Secondary Education,113.0,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,106.7,1,0,0,1,11.1,0.6,2.02,1,0
1,39,1,9991,0,Complete Secondary Education,120.0,Other Specific Qualifications,Other Specific Qualifications,Professionals,Professionals,140.0,0,0,0,0,15.5,2.8,-4.06,1,1
1,1,1,9500,1,Complete Secondary Education,145.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,136.6,0,0,0,1,15.5,2.8,-4.06,1,0
1,18,1,9500,1,Complete Secondary Education,124.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,119.3,1,0,0,0,9.4,-0.8,-3.12,1,0
1,1,1,9070,1,Complete Secondary Education,160.0,Higher Education - Undergraduate,Other Specific Qualifications,Management,Plant and Machine Operators,152.0,1,0,0,0,10.8,1.4,1.74,0,0
1,1,1,9500,1,Complete Secondary Education,138.0,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Administrative,144.3,0,0,0,0,13.9,-0.3,0.79,1,0
1,39,2,9556,1,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,159.0,1,0,0,0,12.4,0.5,1.79,1,1
1,17,1,9500,1,Complete Secondary Education,127.0,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Plant and Machine Operators,129.5,1,0,0,1,7.6,2.6,0.32,1,0
1,39,1,9238,1,Complete Secondary Education,170.0,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,140.0,1,0,0,0,9.4,-0.8,-3.12,1,1
1,1,3,9670,1,Complete Secondary Education,111.0,Complete Secondary Education,Complete Secondary Education,Administrative,Administrative,105.4,0,0,0,0,7.6,2.6,0.32,1,0
1,42,1,9500,1,Complete Secondary Education,100.0,Complete Secondary Education,Incomplete Secondary Education,Technicians,Craft and Related Trades,136.0,1,0,0,0,15.5,2.8,-4.06,1,1
1,44,1,9003,1,Other,160.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,160.0,0,0,0,1,15.5,2.8,-4.06,1,0
1,1,1,9773,1,Complete Secondary Education,152.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,139.1,0,0,0,1,16.2,0.3,-0.92,1,0
1,1,2,9670,1,Complete Secondary Education,144.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,126.9,0,0,0,1,9.4,-0.8,-3.12,1,1
1,39,1,9500,1,Higher Education - Bachelor/Degree,133.8,Higher Education - Undergraduate,Other Specific Qualifications,Management,Elementary Occupations,184.0,0,0,0,0,15.5,2.8,-4.06,1,1
1,1,1,9238,1,Complete Secondary Education,125.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,125.0,1,0,0,1,10.8,1.4,1.74,1,0
1,1,1,9147,1,Complete Secondary Education,150.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,138.5,0,0,0,1,12.4,0.5,1.79,1,0
5,17,5,9500,1,Complete Secondary Education,143.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Craft and Related Trades,133.5,1,0,0,1,12.7,3.7,-1.7,1,0
1,1,3,9500,1,Complete Secondary Education,145.0,Incomplete Secondary Education,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,141.5,1,0,0,1,9.4,-0.8,-3.12,1,0
1,42,1,9500,1,Complete Secondary Education,120.0,Complete Secondary Education,Higher Education - Undergraduate,Plant and Machine Operators,Professionals,130.0,1,0,0,0,12.7,3.7,-1.7,1,1
1,1,1,9147,1,Complete Secondary Education,138.0,Other Specific Qualifications,Other Specific Qualifications,Other,Other,131.0,1,0,0,0,12.4,0.5,1.79,1,0
1,1,1,9500,1,Complete Secondary Education,145.0,Incomplete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Administrative,145.0,0,0,0,1,13.9,-0.3,0.79,1,0
1,17,1,9254,1,Complete Secondary Education,122.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Service and Sales,114.3,0,0,0,0,15.5,2.8,-4.06,0,0
1,44,1,171,1,Other,110.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Service and Sales,108.3,0,0,0,0,12.4,0.5,1.79,0,1
1,1,3,9070,1,Complete Secondary Education,136.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,125.2,1,0,0,1,10.8,1.4,1.74,1,0
1,1,1,9254,1,Complete Secondary Education,145.0,Complete Secondary Education,Other Specific Qualifications,Technicians,Plant and Machine Operators,131.7,1,0,0,1,10.8,1.4,1.74,0,1
1,17,4,9500,1,Complete Secondary Education,141.0,Other Specific Qualifications,Other Specific Qualifications,Professionals,Professionals,126.3,1,0,0,0,10.8,1.4,1.74,1,0
1,1,1,9085,1,Complete Secondary Education,149.0,Incomplete Secondary Education,Incomplete Secondary Education,Technicians,Service and Sales,147.6,1,0,0,0,15.5,2.8,-4.06,1,0
1,1,6,9500,1,Complete Secondary Education,130.0,Other Specific Qualifications,Incomplete Secondary Education,Administrative,Service and Sales,125.1,1,0,0,0,15.5,2.8,-4.06,1,0
1,17,6,9147,1,Complete Secondary Education,121.0,Incomplete Secondary Education,Other Specific Qualifications,Agriculture and Fishery,Plant and Machine Operators,123.8,0,0,0,1,12.7,3.7,-1.7,1,0
1,1,1,9670,1,Complete Secondary Education,128.0,Complete Secondary Education,Complete Secondary Education,Management,Management,130.8,1,0,0,0,7.6,2.6,0.32,0,0
1,1,1,9853,1,Complete Secondary Education,152.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Administrative,154.1,0,0,0,1,12.7,3.7,-1.7,1,0
1,16,2,9147,1,Complete Secondary Education,132.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,122.6,1,0,0,1,10.8,1.4,1.74,1,0
1,1,2,8014,0,Complete Secondary Education,107.0,Incomplete Secondary Education,Complete Secondary Education,Other,Other,103.5,1,0,0,0,7.6,2.6,0.32,1,1
1,1,1,171,1,Complete Secondary Education,131.0,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Administrative,132.8,1,0,0,0,7.6,2.6,0.32,1,0
1,51,1,9991,0,Complete Secondary Education,141.0,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Agriculture and Fishery,100.0,0,0,0,0,8.9,1.4,3.51,1,1
1,18,2,9853,1,Complete Secondary Education,120.0,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Other,115.8,0,0,0,0,13.9,-0.3,0.79,1,0
1,1,1,9500,1,Complete Secondary Education,148.0,Incomplete Secondary Education,Incomplete Secondary Education,Technicians,Technicians,133.8,0,0,0,0,12.7,3.7,-1.7,1,0
1,1,1,9070,1,Complete Secondary Education,130.0,Complete Secondary Education,Incomplete Secondary Education,Technicians,Administrative,118.5,0,1,0,1,8.9,1.4,3.51,1,0
1,17,1,171,1,Complete Secondary Education,145.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Management,150.3,1,0,0,0,15.5,2.8,-4.06,0,0
1,17,3,9147,1,Complete Secondary Education,112.0,Complete Secondary Education,Incomplete Secondary Education,Professionals,Administrative,107.8,1,0,0,0,10.8,1.4,1.74,1,0
1,1,1,9500,1,Complete Secondary Education,138.0,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Technicians,127.5,1,0,0,0,16.2,0.3,-0.92,1,0
1,1,3,9500,1,Complete Secondary Education,135.0,Complete Secondary Education,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,120.5,1,0,0,0,10.8,1.4,1.74,1,0
1,1,1,9147,1,Complete Secondary Education,118.0,Complete Secondary Education,Higher Education - Undergraduate,Elementary Occupations,Elementary Occupations,117.3,1,0,0,0,8.9,1.4,3.51,1,0
1,17,1,9254,1,Complete Secondary Education,123.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,120.6,1,0,0,0,10.8,1.4,1.74,0,0
1,16,4,9254,1,Complete Secondary Education,126.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,118.7,1,0,0,1,8.9,1.4,3.51,1,1
1,1,1,9147,1,Complete Secondary Education,121.0,Incomplete Secondary Education,Incomplete Secondary Education,Professionals,Plant and Machine Operators,112.6,1,0,0,1,11.1,0.6,2.02,1,0
1,39,1,9991,0,Other,133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,117.2,0,0,0,0,7.6,2.6,0.32,1,1
4,7,1,9500,1,Other,130.0,Other Specific Qualifications,Other Specific Qualifications,Professionals,Professionals,130.0,1,0,0,0,12.4,0.5,1.79,1,1
1,17,3,9500,1,Complete Secondary Education,139.0,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Administrative,131.8,1,0,0,0,10.8,1.4,1.74,1,0
4,39,1,8014,0,Complete Secondary Education,160.0,Other Specific Qualifications,Other Specific Qualifications,Professionals,Technicians,97.0,0,0,0,1,15.5,2.8,-4.06,1,1
1,39,1,9500,1,Complete Secondary Education,110.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.0,0,0,0,0,16.2,0.3,-0.92,0,1
1,39,1,8014,0,Other,140.0,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Plant and Machine Operators,148.0,0,0,0,0,12.4,0.5,1.79,1,1
2,39,2,9147,1,Higher Education - Bachelor/Degree,130.0,Higher Education - Undergraduate,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,103.4,0,0,0,0,12.7,3.7,-1.7,0,1
1,43,2,9773,1,Complete Secondary Education,132.0,Incomplete Secondary Education,Incomplete Secondary Education,Other,Other,127.1,0,0,1,0,7.6,2.6,0.32,1,1
1,17,2,9773,1,Complete Secondary Education,139.0,Higher Education - Undergraduate,Complete Secondary Education,Management,Agriculture and Fishery,124.0,1,0,0,1,15.5,2.8,-4.06,0,0
1,1,1,9670,1,Complete Secondary Education,135.0,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Agriculture and Fishery,121.4,0,0,1,0,9.4,-0.8,-3.12,1,1
1,1,1,9147,1,Complete Secondary Education,117.0,Other Specific Qualifications,Incomplete Secondary Education,Administrative,Agriculture and Fishery,118.1,0,0,1,0,12.4,0.5,1.79,1,0
1,17,4,9500,1,Complete Secondary Education,137.0,Complete Secondary Education,Incomplete Secondary Education,Technicians,Professionals,121.3,1,0,1,1,10.8,1.4,1.74,1,0
1,42,1,9119,1,Complete Secondary Education,144.0,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,119.5,0,0,1,0,10.8,1.4,1.74,0,0
1,39,1,9991,0,Complete Secondary Education,130.0,Complete Secondary Education,Complete Secondary Education,Technicians,Elementary Occupations,115.2,0,0,1,0,12.4,0.5,1.79,1,1
1,18,1,9670,1,Complete Secondary Education,140.0,Complete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.2,1,0,1,0,12.7,3.7,-1.7,1,1
1,17,4,9254,1,Complete Secondary Education,130.0,Incomplete Secondary Education,Complete Secondary Education,Administrative,Administrative,130.0,1,0,1,0,16.2,0.3,-0.92,0,0
1,16,2,9238,1,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Service and Sales,126.9,1,0,0,0,9.4,-0.8,-3.12,1,0
4,39,1,9500,1,Complete Secondary Education,133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.0,0,0,0,0,16.2,0.3,-0.92,0,1
1,18,1,9556,1,Complete Secondary Education,140.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,122.8,0,0,0,1,12.7,3.7,-1.7,1,0
6,39,1,9500,1,Complete Secondary Education,133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,110.0,0,0,0,0,16.2,0.3,-0.92,0,1
1,16,1,9085,1,Complete Secondary Education,140.0,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,127.1,1,0,0,0,12.7,3.7,-1.7,1,0
1,1,3,9500,1,Complete Secondary Education,133.1,Incomplete Secondary Education,Incomplete Secondary Education,Administrative,Administrative,108.5,1,0,0,0,12.4,0.5,1.79,1,0
1,53,1,9085,1,Other,140.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,138.2,0,0,0,0,8.9,1.4,3.51,0,1
1,1,2,9500,1,Complete Secondary Education,133.1,Incomplete Secondary Education,Other Specific Qualifications,Other,Other,96.0,1,0,0,0,11.1,0.6,2.02,1,0
1,1,1,9238,1,Complete Secondary Education,135.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,124.5,0,0,0,1,16.2,0.3,-0.92,1,0
2,7,1,9500,1,Higher Education - Bachelor/Degree,120.0,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,120.0,1,0,0,0,13.9,-0.3,0.79,1,1
1,17,1,9147,1,Complete Secondary Education,140.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,132.3,1,0,0,0,7.6,2.6,0.32,0,0
1,17,1,9254,1,Complete Secondary Education,128.0,Incomplete Secondary Education,Complete Secondary Education,Administrative,Agriculture and Fishery,120.7,1,0,0,0,13.9,-0.3,0.79,1,0
1,1,1,9670,1,Complete Secondary Education,141.0,Complete Secondary Education,Incomplete Secondary Education,Technicians,Technicians,132.6,0,0,0,1,11.1,0.6,2.02,1,0
1,7,2,9130,1,Higher Education - Bachelor/Degree,140.0,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,140.0,0,0,0,0,10.8,1.4,1.74,0,1
1,1,6,9500,1,Complete Secondary Education,139.0,Complete Secondary Education,Complete Secondary Education,Technicians,Technicians,124.5,1,0,0,0,10.8,1.4,1.74,1,0
1,1,1,171,1,Complete Secondary Education,142.0,Incomplete Secondary Education,Incomplete Secondary Education,Agriculture and Fishery,Agriculture and Fishery,142.0,1,0,0,1,13.9,-0.3,0.79,1,0
1,7,1,9254,1,Other,130.0,Complete Secondary Education,Complete Secondary Education,Professionals,Service and Sales,130.0,0,0,0,0,13.9,-0.3,0.79,1,1
2,39,1,9003,1,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,144.0,0,0,0,0,15.5,2.8,-4.06,1,1
1,17,1,9853,1,Complete Secondary Education,125.0,Incomplete Secondary Education,Incomplete Secondary Education,Technicians,Agriculture and Fishery,128.5,1,0,0,0,13.9,-0.3,0.79,1,0
1,7,1,9070,1,Higher Education - Bachelor/Degree,140.0,Other Specific Qualifications,Higher Education - Undergraduate,Plant and Machine Operators,Professionals,140.0,0,0,0,0,10.8,1.4,1.74,0,1
1,42,1,9853,1,Complete Secondary Education,120.0,Complete Secondary Education,Other Specific Qualifications,Administrative,Administrative,113.9,1,0,0,0,12.7,3.7,-1.7,0,1
1,1,1,9238,1,Complete Secondary Education,147.0,Complete Secondary Education,Incomplete Secondary Education,Technicians,Technicians,137.2,0,0,0,0,10.8,1.4,1.74,1,0
1,7,1,9085,1,Other,140.0,Complete Secondary Education,Incomplete Secondary Education,Administrative,Administrative,140.0,1,0,0,0,12.4,0.5,1.79,1,1
1,1,1,9130,1,Complete Secondary Education,161.0,Complete Secondary Education,Incomplete Secondary Education,Technicians,Technicians,152.3,0,0,0,0,11.1,0.6,2.02,1,0
2,39,1,8014,0,Other,133.1,Other Specific Qualifications,Other Specific Qualifications,Technicians,Craft and Related Trades,112.5,0,0,0,0,9.4,-0.8,-3.12,1,1
2,39,2,9147,1,Complete Secondary Education,150.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,101.0,0,0,0,0,10.8,1.4,1.74,0,1
1,1,6,9238,1,Complete Secondary Education,113.0,Complete Secondary Education,Other Specific Qualifications,Other,Other,112.3,1,0,0,1,8.9,1.4,3.51,1,0
1,39,1,9238,1,Complete Secondary Education,140.0,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,114.0,1,0,0,0,9.4,-0.8,-3.12,0,1
1,7,1,9147,1,Higher Education - Bachelor/Degree,130.0,Other Specific Qualifications,Other Specific Qualifications,Management,Plant and Machine Operators,130.0,0,0,0,0,10.8,1.4,1.74,1,1
1,43,2,9500,1,Complete Secondary Education,120.0,Other Specific Qualifications,Higher Education - Postgraduate,Other,Other,121.5,0,0,0,0,7.6,2.6,0.32,1,1
2,39,1,9003,1,Other,133.1,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Elementary Occupations,120.0,0,0,0,0,16.2,0.3,-0.92,1,1
1,7,1,8014,0,Higher Education - Bachelor/Degree,130.0,Other Specific Qualifications,Other Specific Qualifications,Other,Administrative,130.0,0,0,0,0,12.7,3.7,-1.7,0,1
2,39,1,9003,1,Complete Secondary Education,120.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,125.7,0,0,0,0,8.9,1.4,3.51,0,1
1,43,1,9556,1,Complete Secondary Education,140.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,128.0,1,0,0,0,10.8,1.4,1.74,0,1
1,17,1,9238,1,Complete Secondary Education,123.0,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,113.2,0,0,0,1,15.5,2.8,-4.06,1,0
4,39,1,9500,1,Other,133.1,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Technicians,120.0,0,0,0,1,9.4,-0.8,-3.12,1,1
1,1,1,9670,1,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Other,Other,117.8,1,0,0,0,7.6,2.6,0.32,1,1
1,1,4,9500,1,Complete Secondary Education,126.0,Incomplete Secondary Education,Incomplete Secondary Education,Agriculture and Fishery,Plant and Machine Operators,121.3,1,0,0,1,12.4,0.5,1.79,1,0
1,1,1,9500,1,Complete Secondary Education,176.0,Higher Education - Undergraduate,Other Specific Qualifications,Professionals,Agriculture and Fishery,169.7,0,0,0,1,16.2,0.3,-0.92,1,0
1,17,4,9238,1,Complete Secondary Education,124.0,Incomplete Secondary Education,Incomplete Secondary Education,Administrative,Craft and Related Trades,117.7,1,0,0,0,16.2,0.3,-0.92,1,0
1,44,1,8014,0,Other,120.0,Incomplete Secondary Education,Other Specific Qualifications,Agriculture and Fishery,Service and Sales,121.8,1,0,0,0,12.4,0.5,1.79,1,1
1,1,2,9500,1,Complete Secondary Education,140.0,Complete Secondary Education,Complete Secondary Education,Technicians,Elementary Occupations,128.3,1,0,0,0,10.8,1.4,1.74,1,0
1,18,2,9147,1,Complete Secondary Education,143.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,132.2,1,0,0,1,13.9,-0.3,0.79,1,0
1,1,2,171,1,Complete Secondary Education,136.0,Other Specific Qualifications,Complete Secondary Education,Professionals,Technicians,134.3,1,0,0,0,12.4,0.5,1.79,0,0
1,1,1,9500,1,Complete Secondary Education,132.0,Incomplete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Administrative,123.4,0,0,0,1,11.1,0.6,2.02,1,0
2,39,1,9991,0,Other,133.1,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Professionals,121.7,0,0,0,0,16.2,0.3,-0.92,0,1
2,39,1,8014,0,Other,100.0,Complete Secondary Education,Incomplete Secondary Education,Management,Administrative,130.0,0,0,0,1,9.4,-0.8,-3.12,1,1
1,1,3,9500,1,Complete Secondary Education,137.0,Incomplete Secondary Education,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,126.5,1,0,0,1,9.4,-0.8,-3.12,1,0
1,17,1,9238,1,Complete Secondary Education,153.0,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,159.7,1,0,0,1,12.7,3.7,-1.7,1,0
1,17,1,9238,1,Complete Secondary Education,145.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Agriculture and Fishery,138.0,1,0,0,0,9.4,-0.8,-3.12,1,0
1,1,5,9500,1,Complete Secondary Education,137.0,Other Specific Qualifications,Other Specific Qualifications,Technicians,Craft and Related Trades,126.5,1,0,0,0,9.4,-0.8,-3.12,1,0
1,53,1,9085,1,Other,140.0,Complete Secondary Education,Complete Secondary Education,Technicians,Professionals,140.0,1,0,0,0,8.9,1.4,3.51,1,1
1,1,1,9238,1,Complete Secondary Education,120.0,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Service and Sales,112.3,0,0,0,1,12.7,3.7,-1.7,1,1
1,1,1,9238,1,Complete Secondary Education,122.0,Complete Secondary Education,Incomplete Secondary Education,Technicians,Technicians,127.3,1,0,0,0,9.4,-0.8,-3.12,1,0
1,7,1,9500,1,Higher Education - Bachelor/Degree,130.0,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Elementary Occupations,130.0,1,0,0,0,7.6,2.6,0.32,1,1
1,17,2,9773,1,Complete Secondary Education,133.1,Higher Education - Undergraduate,Complete Secondary Education,Technicians,Administrative,115.0,1,0,0,0,16.2,0.3,-0.92,1,0
1,17,6,9500,1,Complete Secondary Education,150.0,Complete Secondary Education,Other Specific Qualifications,Management,Management,131.5,1,0,0,0,10.8,1.4,1.74,1,0
1,39,1,9991,0,Complete Secondary Education,133.1,Incomplete Secondary Education,Other Specific Qualifications,Agriculture and Fishery,Technicians,125.7,0,0,0,0,10.8,1.4,1.74,0,1
1,1,6,9500,1,Complete Secondary Education,141.0,Complete Secondary Education,Other Specific Qualifications,Technicians,Professionals,126.8,1,0,0,0,16.2,0.3,-0.92,1,0
1,18,1,9119,1,Complete Secondary Education,146.0,Complete Secondary Education,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,132.4,1,0,1,0,9.4,-0.8,-3.12,0,0
1,44,1,9003,1,Other,150.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,150.0,1,0,1,0,16.2,0.3,-0.92,1,0
1,1,1,9670,1,Complete Secondary Education,133.1,Higher Education - Undergraduate,Complete Secondary Education,Technicians,Technicians,95.0,0,0,1,0,15.5,2.8,-4.06,0,0
1,43,1,9991,0,Complete Secondary Education,120.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,128.2,0,0,1,0,10.8,1.4,1.74,0,1
2,39,1,9130,1,Complete Secondary Education,150.0,Incomplete Secondary Education,Incomplete Secondary Education,Technicians,Technicians,130.0,0,0,1,0,9.4,-0.8,-3.12,0,1
1,39,1,9119,1,Other,133.1,Complete Secondary Education,Incomplete Secondary Education,Technicians,Administrative,100.0,0,0,1,0,13.9,-0.3,0.79,1,1
1,42,1,9085,1,Other,140.0,Incomplete Secondary Education,Higher Education - Undergraduate,Plant and Machine Operators,Management,159.9,1,0,0,0,16.2,0.3,-0.92,1,1
2,43,1,9991,0,Complete Secondary Education,140.0,Other Specific Qualifications,Other Specific Qualifications,Technicians,Plant and Machine Operators,100.0,0,0,0,0,12.7,3.7,-1.7,0,1
2,39,1,9853,1,Complete Secondary Education,133.1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Administrative,116.5,0,0,0,0,16.2,0.3,-0.92,0,1
1,1,1,9238,1,Complete Secondary Education,128.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,120.0,0,0,0,1,11.1,0.6,2.02,1,0
1,1,3,9238,1,Complete Secondary Education,117.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,117.0,1,0,0,0,12.4,0.5,1.79,0,0
1,53,1,9670,1,Other,140.0,Incomplete Secondary Education,Other Specific Qualifications,Professionals,Service and Sales,140.0,1,0,0,0,8.9,1.4,3.51,1,1
1,1,2,9853,1,Complete Secondary Education,124.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Professionals,118.1,1,0,0,0,9.4,-0.8,-3.12,0,0
1,1,1,9254,1,Complete Secondary Education,158.0,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Craft and Related Trades,153.5,1,0,0,0,11.1,0.6,2.02,1,0
1,43,1,9773,1,Complete Secondary Education,137.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Administrative,127.9,1,0,0,0,15.5,2.8,-4.06,1,0
1,17,3,9670,1,Complete Secondary Education,123.0,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Craft and Related Trades,118.8,1,1,0,1,11.1,0.6,2.02,1,0
